id,category,intent,question,answer,keywords,language,source_url,last_reviewed,priority
srlines-0012,company,company_overview,I am troubleshooting and need help with what does SRLINES offer? (knowledge-base scenario 12),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 12 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 12,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0013,company,company_overview,What should my team use for what does SRLINES offer? (knowledge-base scenario 13),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 13 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 13,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0014,company,company_overview,Give me the verified details for what does SRLINES offer? (knowledge-base scenario 14),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 14 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 14,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0015,company,company_overview,What does SRLINES say about what does SRLINES offer? (knowledge-base scenario 15),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 15 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 15,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0016,company,company_overview,"Before I proceed, explain what does SRLINES offer? (knowledge-base scenario 16)","SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 16 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 16,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0017,company,company_overview,I need setup help with what does SRLINES offer? (knowledge-base scenario 17),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 17 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 17,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0018,company,company_overview,What resource covers what does SRLINES offer? (knowledge-base scenario 18),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 18 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 18,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0019,company,company_overview,Which SRLINES guide answers what does SRLINES offer? (knowledge-base scenario 19),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 19 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 19,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0020,company,company_overview,How can an administrator handle what does SRLINES offer? (knowledge-base scenario 20),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 20 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 20,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0021,company,company_overview,What should I check first for what does SRLINES offer? (knowledge-base scenario 21),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 21 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 21,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0022,company,company_overview,Tell me the process for what does SRLINES offer? (knowledge-base scenario 22),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 22 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 22,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0023,company,company_overview,I need the source-backed answer for what does SRLINES offer? (knowledge-base scenario 23),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 23 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 23,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0024,company,company_overview,What are the key details for what does SRLINES offer? (knowledge-base scenario 24),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 24 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 24,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0025,company,company_overview,Please provide instructions for what does SRLINES offer? (knowledge-base scenario 25),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 25 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 25,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0026,company,company_overview,How should I approach what does SRLINES offer? (knowledge-base scenario 26),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 26 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 26,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0027,company,company_overview,I need an onboarding answer for what does SRLINES offer? (knowledge-base scenario 27),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 27 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 27,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0028,company,company_overview,What is available for what does SRLINES offer? (knowledge-base scenario 28),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 28 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 28,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0029,company,company_overview,Can a customer learn about what does SRLINES offer? (knowledge-base scenario 29),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 29 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 29,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0030,company,company_overview,What is the recommended resource for what does SRLINES offer? (knowledge-base scenario 30),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 30 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 30,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0031,company,company_overview,Show me where to learn about what does SRLINES offer? (knowledge-base scenario 31),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 31 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 31,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0032,company,company_overview,What is the current knowledge-base answer for what does SRLINES offer? (knowledge-base scenario 32),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 32 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 32,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0033,company,company_overview,I am looking for assistance with what does SRLINES offer? (knowledge-base scenario 33),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 33 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 33,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0034,company,company_overview,What can I use to resolve what does SRLINES offer? (knowledge-base scenario 34),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 34 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 34,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0035,company,company_overview,What do I need to know before using what does SRLINES offer? (knowledge-base scenario 35),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 35 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 35,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0036,company,company_overview,Can you point me to the right resource for what does SRLINES offer? (knowledge-base scenario 36),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 36 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 36,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0037,company,company_overview,Which documented option covers what does SRLINES offer? (knowledge-base scenario 37),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 37 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 37,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0038,company,company_overview,Give me a concise explanation of what does SRLINES offer? (knowledge-base scenario 38),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 38 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 38,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0039,company,company_overview,What does this platform provide for what does SRLINES offer? (knowledge-base scenario 39),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 39 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 39,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0040,company,company_overview,What is the support path for what does SRLINES offer? (knowledge-base scenario 40),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 40 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 40,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0041,company,company_overview,Where can I verify information about what does SRLINES offer? (knowledge-base scenario 41),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 41 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 41,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0042,company,company_overview,I need operational guidance on what does SRLINES offer? (knowledge-base scenario 42),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 42 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 42,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0043,company,company_overview,What should a support agent say about what does SRLINES offer? (knowledge-base scenario 43),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 43 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 43,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0044,company,company_overview,How do I access information about what does SRLINES offer? (knowledge-base scenario 44),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 44 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 44,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0045,company,company_overview,What is the safe way to handle what does SRLINES offer? (knowledge-base scenario 45),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 45 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 45,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0046,company,company_overview,What is the standard answer for what does SRLINES offer? (knowledge-base scenario 46),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 46 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 46,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0047,company,company_overview,Can you summarize what does SRLINES offer? (knowledge-base scenario 47),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 47 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 47,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0048,company,company_overview,I am preparing a workflow and need what does SRLINES offer? (knowledge-base scenario 48),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 48 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 48,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0049,company,company_overview,Which official link covers what does SRLINES offer? (knowledge-base scenario 49),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 49 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 49,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0050,company,company_overview,What can I share with a customer about what does SRLINES offer? (knowledge-base scenario 50),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 50 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 50,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0051,company,company_overview,Please help with what does SRLINES offer? (knowledge-base scenario 51),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 51 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 51,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0052,company,company_overview,What information is available about what does SRLINES offer? (knowledge-base scenario 52),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 52 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 52,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0053,company,company_overview,I need a reliable answer regarding what does SRLINES offer? (knowledge-base scenario 53),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 53 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 53,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0054,company,company_overview,How would you explain what does SRLINES offer? (knowledge-base scenario 54),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 54 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 54,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0055,company,company_overview,What is the help article equivalent for what does SRLINES offer? (knowledge-base scenario 55),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 55 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 55,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0056,company,company_overview,Can you provide the basics of what does SRLINES offer? (knowledge-base scenario 56),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 56 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 56,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0057,company,company_overview,What does the product documentation indicate about what does SRLINES offer? (knowledge-base scenario 57),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 57 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 57,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0058,company,company_overview,I need a clear response on what does SRLINES offer? (knowledge-base scenario 58),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 58 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 58,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0059,company,company_overview,What should I tell a colleague about what does SRLINES offer? (knowledge-base scenario 59),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 59 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 59,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0060,company,company_overview,How can I locate guidance for what does SRLINES offer? (knowledge-base scenario 60),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 60 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 60,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0061,company,company_overview,What is the reference answer concerning what does SRLINES offer? (knowledge-base scenario 61),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 61 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 61,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0062,company,company_overview,What should I do about what does SRLINES offer? (knowledge-base scenario 62),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 62 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 62,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0063,company,company_overview,Can I get details on what does SRLINES offer? (knowledge-base scenario 63),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 63 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 63,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0064,company,company_overview,Where is the documented guidance for what does SRLINES offer? (knowledge-base scenario 64),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 64 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 64,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0065,company,company_overview,What guidance applies to what does SRLINES offer? (knowledge-base scenario 65),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 65 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 65,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0066,company,company_overview,How can I learn more about what does SRLINES offer? (knowledge-base scenario 66),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 66 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 66,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0067,company,company_overview,What is the customer-facing answer to what does SRLINES offer? (knowledge-base scenario 67),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 67 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 67,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0068,company,company_overview,I need an accurate explanation of what does SRLINES offer? (knowledge-base scenario 68),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 68 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 68,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0069,company,company_overview,What is the best source for what does SRLINES offer? (knowledge-base scenario 69),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 69 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 69,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0070,company,company_overview,Can you outline what does SRLINES offer? (knowledge-base scenario 70),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 70 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 70,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0071,company,company_overview,Please give me help with what does SRLINES offer? (knowledge-base scenario 71),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 71 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 71,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0072,company,company_overview,I need the official resource for what does SRLINES offer? (knowledge-base scenario 72),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 72 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 72,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0073,company,company_overview,What should I consult for what does SRLINES offer? (knowledge-base scenario 73),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 73 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 73,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0074,company,company_overview,How can I get assistance with what does SRLINES offer? (knowledge-base scenario 74),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 74 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 74,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0075,company,company_overview,What does this knowledge base cover for what does SRLINES offer? (knowledge-base scenario 75),"SRLINES provides business communication and automation tools, including unified inboxes, WhatsApp automation, chatbot flows, broadcasts, contact management, and integrations. This record is scenario 75 in the SRLINES AI knowledge-base sample.","srlines,company,about,communication,automation,scenario 75,intent company overview",en,https://srlines.net,2026-07-24,high
srlines-0076,company,company_location,I need a quick answer about where is the SRLINES office? (knowledge-base scenario 76),"SRLINES is located in Sadiqabad, District Rahim Yar Khan, Punjab, Pakistan. This record is scenario 76 in the SRLINES AI knowledge-base sample.","address,location,sadiqabad,district rahim yar khan,punjab,pakistan,scenario 76,intent company location",en,https://srlines.net,2026-07-25,medium
srlines-0077,company,company_location,Please explain where is the SRLINES office? (knowledge-base scenario 77),"SRLINES is located in Sadiqabad, District Rahim Yar Khan, Punjab, Pakistan. This record is scenario 77 in the SRLINES AI knowledge-base sample.","address,location,sadiqabad,district rahim yar khan,punjab,pakistan,scenario 77,intent company location",en,https://srlines.net,2026-07-25,medium
srlines-0078,company,company_location,Can you guide me on where is the SRLINES office? (knowledge-base scenario 78),"SRLINES is located in Sadiqabad, District Rahim Yar Khan, Punjab, Pakistan. This record is scenario 78 in the SRLINES AI knowledge-base sample.","address,location,sadiqabad,district rahim yar khan,punjab,pakistan,scenario 78,intent company location",en,https://srlines.net,2026-07-25,medium
srlines-0079,company,company_location,What should a new user know about where is the SRLINES office? (knowledge-base scenario 79),"SRLINES is located in Sadiqabad, District Rahim Yar Khan, Punjab, Pakistan. This record is scenario 79 in the SRLINES AI knowledge-base sample.","address,location,sadiqabad,district rahim yar khan,punjab,pakistan,scenario 79,intent company location",en,https://srlines.net,2026-07-25,medium
srlines-0080,company,company_location,Where do I find help for where is the SRLINES office? (knowledge-base scenario 80),"SRLINES is located in Sadiqabad, District Rahim Yar Khan, Punjab, Pakistan. This record is scenario 80 in the SRLINES AI knowledge-base sample.","address,location,sadiqabad,district rahim yar khan,punjab,pakistan,scenario 80,intent company location",en,https://srlines.net,2026-07-25,medium
